CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
92,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
93,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
94,1.0,1.0,0.06666667,0.0,1.0,1.0,0.00017191,1.0,7.0
95,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
96,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
97,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
98,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
99,0.78571429,0.82857143,0.0,0.0,0.375,1.0,0.0,0.57142857,22.0
100,0.9047619,0.90697674,0.0952381,0.0,0.57142857,1.0,0.00022921,0.66666667,4.75
101,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
102,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
103,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
104,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
105,1.0,1.0,0.36842105,0.25,0.0,1.0,0.00070112,1.0,0.85714286
106,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
107,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
108,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
109,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
110,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
111,0.93333333,0.92307692,0.06666667,0.0,0.0,1.0,0.00013365,0.8,7.0
112,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
113,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
114,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
115,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
116,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
117,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
